,tamanho,quartos,valor,tipo_area,preco
1592,140,3,490000,2,1
1594,140,3,958000,2,2
1748,140,2,379000,2,1
1855,140,4,697000,2,2
113,141,3,250000,2,1
667,141,3,448000,2,1
1169,142,2,380000,2,1
1268,143,4,399000,2,1
244,144,3,2430,2,0
296,144,3,9250,2,0
1629,144,4,650000,2,2
1854,144,3,358000,2,1
174,145,3,639000,2,1
1432,145,1,142000,2,0
1500,145,3,850000,2,2
124,146,4,510000,2,1
953,146,3,609000,2,1
1013,146,3,490000,2,1
1132,146,4,980000,2,3
1303,146,2,530000,2,1
54,147,2,1500,2,0
1649,147,2,195000,2,0
1584,148,3,555000,2,1
398,149,5,550000,2,2
1546,149,3,658000,2,1
1554,149,3,1000000,2,2
1793,149,3,450000,2,1
17,150,3,60,3,0
132,150,3,610000,3,1
188,150,3,1500,3,0
275,150,2,1783,3,0
340,150,2,3000,3,0
523,150,3,400,3,0
547,150,6,600,3,0
550,150,4,600,3,0
569,150,5,2000,3,0
581,150,2,49,3,0
582,150,2,150,3,0
597,150,2,150000,3,0
598,150,4,450,3,0
648,150,2,449000,3,1
689,150,4,330000,3,1
715,150,2,330000,3,0
781,150,3,485000,3,1
795,150,5,240000,3,1
814,150,3,720000,3,1
844,150,3,500000,3,1
865,150,2,160,3,0
906,150,4,200,3,0
915,150,3,500,3,0
930,150,3,130000,3,0
934,150,3,600,3,0
1035,150,5,270000,3,1
1158,150,3,550000,3,1
1214,150,3,700000,3,1
1260,150,4,580000,3,2
1283,150,2,285000,3,0
1339,150,4,600000,3,2
1374,150,3,639900,3,1
1390,150,3,790000,3,2
1417,150,3,320000,3,1
1503,150,3,295000,3,1
1662,150,3,600000,3,1
1681,150,3,1190000,3,2
1743,150,3,799000,3,2
1911,150,3,300000,3,1
1547,151,3,260000,3,1
1666,151,3,398000,3,1
1737,152,4,260000,3,1
301,153,2,2900,3,0
750,153,3,610000,3,1
874,154,4,400000,3,1
1304,154,3,330000,3,1
377,155,4,2700,3,0
464,155,3,600000,3,1
565,155,3,150,3,0
902,155,3,580000,3,1
997,155,3,790000,3,2
1383,155,3,730000,3,1
1353,156,3,350000,3,1
1572,156,3,870000,3,2
1715,156,3,890000,3,2
1078,157,3,690000,3,1
1090,157,3,690000,3,1
1188,157,3,265000,3,1
1842,157,3,509000,3,1
511,158,3,418000,3,1
1006,158,4,690000,3,2
811,159,2,390000,3,0
73,160,3,580000,3,1
392,160,4,218000,3,1
471,160,3,2200,3,0
474,160,6,285000,3,1
503,160,1,700,3,0
507,160,3,220,3,0
572,160,3,550,3,0
816,160,4,510000,3,1
821,160,3,440000,3,1
973,160,3,2490,3,0
1040,160,3,682000,3,1
1114,160,4,1260000,3,3
1131,160,3,200000,3,0
1190,160,3,580000,3,1
1204,160,4,860000,3,2
1252,160,2,600000,3,1
1331,160,3,510000,3,1
1334,160,3,600000,3,1
1396,160,2,2500,3,0
1562,160,2,490000,3,1
1619,160,2,319000,3,0
1747,160,3,450000,3,1
1762,160,3,175000,3,0
1774,160,3,780000,3,1
1830,160,3,730000,3,1
1848,160,3,270000,3,1
1878,160,4,889000,3,2
739,162,3,490000,3,1
806,162,3,550000,3,1
1305,162,3,490000,3,1
1551,162,3,450000,3,1
159,163,4,530000,3,1
675,163,3,549000,3,1
705,163,3,338000,3,1
969,163,3,650000,3,1
1251,163,4,600000,3,1
1787,163,3,890000,3,2
1427,164,3,762000,3,1
1328,165,4,1300000,3,3
1804,165,3,498000,3,1
1805,165,3,850000,3,2
1899,165,3,490000,3,1
1531,166,2,270000,3,0
216,168,3,812000,3,1
866,168,3,445000,3,1
1314,168,3,440000,3,1
51,169,3,769000,3,1
311,170,2,2200,3,0
347,170,2,2200,3,0
393,170,4,1000,3,0
470,170,3,825000,3,1
829,170,3,850000,3,2
852,170,3,38000000,3,67
955,170,3,300000,3,1
1231,170,3,800000,3,1
1483,170,3,320000,3,1
1561,170,3,750000,3,1
1875,170,4,800000,3,2
24,172,2,236000,3,0
40,172,4,1690000,3,4
152,172,3,550000,3,1
1326,172,2,250000,3,0
1446,172,4,1592000,3,4
1783,172,3,1499000,3,3
645,173,3,910000,3,2
733,173,4,700000,3,2
1523,173,3,380000,3,1
1800,173,3,995000,3,2
80,174,3,630000,3,1
172,174,3,720000,3,1
227,174,5,700000,3,2
1287,174,3,1000000,3,2
1146,175,3,790000,3,1
87,176,2,600000,3,1
1516,176,3,880000,3,2
1138,177,3,890000,3,2
1886,177,3,550000,3,1
1338,178,3,375000,3,1
43,179,3,960000,3,2
456,179,3,789000,3,1
469,179,3,790000,3,1
1578,179,5,6000,3,0
111,180,3,980000,3,2
131,180,3,380000,3,1
313,180,3,4000,3,0
326,180,4,4660,3,0
554,180,2,155000,3,0
578,180,3,180,3,0
607,180,2,2100,3,0
617,180,3,780000,3,1
736,180,1,279000,3,0
748,180,3,850000,3,1
888,180,6,300,3,0
1180,180,3,590,3,0
1216,180,3,790000,3,1
1255,180,3,669000,3,1
1377,180,3,230000,3,0
1395,180,3,560003,3,1
1424,180,4,750000,3,2
1445,180,3,720000,3,1
1458,180,4,889000,3,2
1502,180,3,680000,3,1
1527,180,4,1000000,3,2
1608,180,3,390000,3,1
1704,180,3,3200,3,0
1903,180,4,3500,3,0
638,181,3,420000,3,1
857,182,2,2105,3,0
1401,182,2,330000,3,0
157,183,3,826300,3,1
822,183,4,869000,3,2
1882,183,3,650000,3,1
101,184,3,580000,3,1
986,184,3,700000,3,1
1581,184,3,890000,3,1
161,185,3,800000,3,1
884,185,3,600000,3,1
1481,185,3,729000,3,1
1807,185,3,685000,3,1
1675,186,3,305000,3,0
1759,186,2,450000,3,0
726,187,2,140000,3,0
365,190,4,3500,3,0
568,190,4,400,3,0
1109,190,3,349000,3,1
1203,190,4,1250000,3,3
1583,190,4,600000,3,1
1639,191,3,520000,3,1
1869,192,5,1200000,3,3
1634,194,4,540000,3,1
74,195,3,480000,3,1
1487,195,3,550000,3,1
1147,198,3,985000,3,1
1149,198,2,460000,3,0
1622,198,3,1750000,3,3
1699,198,3,690000,3,1
1777,198,3,470000,3,1
16,200,4,590000,3,1
122,200,4,950000,3,2
229,200,3,620000,3,1
233,200,3,2000,3,0
299,200,3,2050,3,0
344,200,1,3961,3,0
509,200,3,330000,3,0
534,200,3,299999,3,0
576,200,5,595000,3,1
625,200,3,260000,3,0
642,200,3,60,3,0
688,200,4,540000,3,1
768,200,3,1500,3,0
778,200,5,600,3,0
783,200,3,346000,3,1
854,200,3,1398000,3,2
882,200,4,500000,3,1
903,200,2,280000,3,0
951,200,4,12500,3,0
961,200,3,270000,3,0
978,200,3,600000,3,1
1022,200,3,450000,3,1
1057,200,3,750000,3,1
1064,200,4,1200000,3,2
1298,200,3,1990000,3,3
1400,200,3,320000,3,0
1402,200,3,2500,3,0
1442,200,3,850000,3,1
1514,200,4,980000,3,2
1526,200,3,400000,3,1
1556,200,3,720000,3,1
1642,200,5,900000,3,2
1695,200,4,230000,3,0
1751,200,4,790000,3,2
1752,200,5,390000,3,1
1772,200,1,350000,3,0
1775,200,3,470000,3,1
1868,200,3,1000000,3,1
374,203,3,3500,3,0
1297,203,3,829000,3,1
1600,203,3,500000,3,1
1657,203,4,850000,3,2
708,204,3,2900,3,0
1179,204,3,750000,3,1
1224,205,3,880000,3,1
1284,205,3,600000,3,1
1393,205,3,750000,3,1
887,207,3,350000,3,1
182,208,3,399000,3,1
1818,208,4,595000,3,1
367,210,3,10800,3,0
918,210,3,720000,3,1
1535,210,3,650000,3,1
1710,210,4,750000,3,1
1867,213,2,580000,3,1
77,214,3,310000,3,0
1365,214,2,691500,3,1
1656,214,4,990000,3,2
833,215,2,660000,3,1
1000,215,3,530000,3,1
165,216,3,629000,3,1
1043,216,3,280000,3,0
1259,216,4,1200000,3,2
1257,217,4,650000,3,1
84,220,3,1250000,3,2
109,220,4,1500000,3,3
178,220,3,745000,3,1
468,220,3,1249000,3,2
590,220,2,250,3,0
658,220,5,595000,3,1
870,220,3,550000,3,1
1046,220,3,900000,3,1
1116,220,3,710000,3,1
1121,220,5,650000,3,1
1123,220,2,395000,3,0
1467,220,3,1150000,3,2
1482,220,4,550000,3,1
1513,220,3,650000,3,1
1887,220,3,680000,3,1
602,221,3,469000,3,1
1244,221,3,770000,3,1
1612,221,3,5000,3,0
1706,221,3,1400000,3,2
1767,221,3,700000,3,1
46,222,3,950000,3,1
1100,222,5,970000,3,2
1898,222,3,495000,3,1
896,224,4,750000,3,1
1139,224,3,855000,3,1
1093,225,3,750000,3,1
1421,225,4,2500000,3,4
156,227,3,650000,3,1
964,228,2,419000,3,0
1264,228,3,670000,3,1
1731,228,4,650000,3,1
100,230,3,690000,3,1
167,230,4,1329000,3,2
322,230,3,3370,3,0
575,230,3,750,3,0
1032,230,3,1270000,3,2
1115,230,3,1350000,3,2
1413,230,4,3000000,3,5
1419,230,4,998000,3,2
1497,230,2,650000,3,1
1651,230,3,950000,3,1
247,233,3,1590000,3,2
1358,233,5,646000,3,1
1812,234,3,1100000,3,1
1261,235,3,899000,3,1
1323,235,5,2600000,3,6
196,236,4,5700,3,0
1307,236,4,1050000,3,2
1319,237,3,1000000,3,1
1378,239,3,850000,3,1
190,240,3,1150000,3,1
703,240,4,1100000,3,2
728,240,4,575000,3,1
1039,240,4,1600000,3,3
1067,240,3,490000,3,1
1145,240,4,950000,3,2
1201,240,3,800000,3,1
1294,240,5,450000,3,1
644,243,3,640000,3,1
827,243,3,3700,3,0
1833,243,5,6700,3,0
633,245,3,1150000,3,1
929,245,3,990000,3,1
1912,245,4,1378000,3,2
1031,248,3,745000,3,1
1689,249,4,790000,3,1
97,250,4,505000,4,1
472,250,3,1800,4,0
516,250,3,500,4,0
627,250,5,550,4,0
655,250,4,580000,4,1
669,250,4,954000,4,2
691,250,3,3000,4,0
848,250,3,680000,4,1
859,250,4,840000,4,1
993,250,2,317000,4,0
1009,250,3,549990,4,1
1052,250,3,525000,4,1
1119,250,3,845000,4,1
1125,250,4,420000,4,1
1137,250,3,640000,4,1
1311,250,4,270000,4,0
1316,250,3,650000,4,1
1324,250,3,1000000,4,1
1416,250,3,950000,4,1
1539,250,3,750000,4,1
1609,250,3,900000,4,1
1724,250,5,580000,4,1
1771,250,4,4800000,4,8
1828,250,4,750000,4,1
1836,250,4,920000,4,1
1473,255,3,795000,4,1
746,256,3,750000,4,1
889,256,4,1300000,4,2
1072,256,3,380000,4,0
786,257,4,892000,4,1
1508,257,3,590000,4,1
1509,257,3,480000,4,1
1853,257,4,900000,4,1
1206,259,3,3300000,4,4
79,260,4,1750000,4,3
166,260,4,1749000,4,3
375,260,2,2560,4,0
497,260,4,600,4,0
1038,260,4,3600,4,0
1075,260,3,580000,4,1
1397,260,4,1290000,4,2
1606,260,2,850000,4,1
1726,260,4,800000,4,1
1755,260,3,1250000,4,1
1840,260,3,1650000,4,2
1782,262,3,945000,4,1
50,263,4,1400000,4,2
160,263,4,1399000,4,2
943,264,5,2200000,4,4
241,265,3,960000,4,1
449,266,3,1080000,4,1
1104,266,3,1490000,4,2
1237,266,7,530000,4,1
1766,269,3,850000,4,1
194,270,3,2200000,4,2
519,270,3,300,4,0
558,270,4,562000,4,1
730,270,3,780000,4,1
1023,270,3,720000,4,1
1080,270,5,2990000,4,6
1124,270,3,865000,4,1
1175,270,3,750000,4,1
1672,270,3,949000,4,1
1827,270,5,1150000,4,2
1835,270,3,1590000,4,2
1850,270,4,1200000,4,2
749,271,3,850000,4,1
163,272,4,1099000,4,2
204,272,5,890000,4,2
807,272,4,898000,4,1
230,274,1,11000,4,0
1142,274,3,990000,4,1
767,275,3,1100000,4,1
1081,275,3,690000,4,1
1750,275,4,1400000,4,2
1364,276,3,790000,4,1
1721,276,4,1390000,4,2
826,277,4,1500,4,0
1302,277,3,1500000,4,2
154,279,3,810000,4,1
1635,279,3,286200,4,0
199,280,4,5000,4,0
454,280,3,1400000,4,2
593,280,4,837000,4,1
944,280,6,3800000,4,8
1430,280,3,1500000,4,2
1702,280,4,1100000,4,2
1707,280,3,700000,4,1
875,282,4,1590000,4,2
139,283,3,4400,4,0
462,283,3,550000,4,1
401,285,3,850000,4,1
1852,286,3,550000,4,1
850,287,4,1580000,4,2
1665,288,3,1540000,4,2
1241,289,3,1000000,4,1
137,290,3,1800000,4,2
488,290,4,1600000,4,2
560,290,3,697000,4,1
831,290,3,590000,4,1
1120,290,4,680000,4,1
1688,290,3,480000,4,0
1914,293,4,840000,4,1
98,294,7,2800000,4,7
1871,298,4,1280000,4,2
1872,298,4,1280000,4,2
103,299,4,750000,4,1
67,300,4,7500,4,0
94,300,2,1800000,4,1
110,300,3,800000,4,1
226,300,3,2900000,4,3
250,300,3,5900,4,0
255,300,3,650000,4,1
522,300,5,800,4,0
552,300,3,599,4,0
680,300,8,700,4,0
711,300,5,400,4,0
755,300,3,54000,4,0
760,300,3,54000,4,0
812,300,4,420,4,0
835,300,3,1490000,4,1
983,300,2,350,4,0
995,300,4,910000,4,1
998,300,4,1250000,4,2
1079,300,3,54000,4,0
1113,300,6,1150000,4,2
1278,300,4,3199000,4,4
1320,300,3,550000,4,1
1330,300,3,790000,4,1
1366,300,3,976000,4,1
1406,300,3,1696000,4,2
1520,300,3,1290000,4,1
1550,300,5,1400000,4,2
1687,300,4,1200000,4,2
1711,300,4,750000,4,1
1714,300,4,1800000,4,2
1823,300,4,1150000,4,2
1824,300,4,1150000,4,2
1844,300,5,4000,4,0
1918,300,3,54000,4,0
1050,301,4,980000,4,1
1574,305,4,1280000,4,2
1717,305,4,1089000,4,1
869,306,3,2200000,4,2
1198,307,4,8000,4,0
99,308,3,180000,4,0
371,308,3,4900,4,0
1020,310,3,2100000,4,2
1181,310,3,265000,4,0
1529,310,3,1300000,4,1
1559,310,5,1370000,4,2
1883,310,3,1086000,4,1
780,311,3,1300000,4,1
1163,312,4,1400000,4,2
185,319,4,1500000,4,2
147,320,3,900000,4,1
215,320,4,2900000,4,4
1101,320,4,1300000,4,2
1796,320,2,830000,4,1
1906,320,5,1400000,4,2
63,321,3,1900000,4,2
1024,321,3,1980000,4,2
1811,322,5,4000000,4,6
383,330,3,9160,4,0
763,330,3,450000,4,0
832,330,1,119000,4,0
931,330,4,980000,4,1
963,330,3,1800000,4,2
1315,330,3,1494000,4,1
1510,330,4,1690000,4,2
1549,330,3,1200000,4,1
20,331,4,2190000,4,3
81,331,4,2190000,4,3
1718,335,7,800000,4,2
1218,337,4,600000,4,1
1250,337,4,1487000,4,2
926,340,4,1190000,4,1
948,340,4,1390000,4,2
1344,340,3,1850000,4,2
1727,340,5,4350000,4,6
1728,340,5,4350000,4,6
1459,342,4,1550000,4,2
66,350,3,2870000,5,2
78,350,3,1600000,5,1
95,350,3,1600000,5,1
284,350,4,8500,5,0
480,350,4,2200000,5,3
834,350,2,250,5,0
1111,350,3,2850000,5,2
1183,350,3,1590000,5,1
1186,350,3,530000,5,0
1480,350,5,1350000,5,2
1589,350,4,2300000,5,3
1709,350,4,1450000,5,2
1725,350,4,820000,5,1
1729,350,4,900000,5,1
1814,350,4,800000,5,1
1905,350,4,2000000,5,2
942,351,4,1850000,5,2
1248,354,3,1320000,5,1
1910,354,4,1200000,5,1
207,355,6,3500000,5,6
1193,355,3,3200000,5,3
1684,356,4,1880000,5,2
1677,357,3,945000,5,1
999,358,3,3200000,5,3
104,360,3,2000000,5,2
535,360,2,400,5,0
676,360,4,1950000,5,2
784,360,4,2180000,5,2
958,360,3,680000,5,1
1083,360,4,1300000,5,1
1199,360,4,1855000,5,2
1558,360,5,2100000,5,3
1652,360,4,2200000,5,2
1862,360,4,721000,5,1
1253,361,3,2335000,5,2
69,362,4,2700000,5,3
96,362,4,2700000,5,3
1517,362,3,1920000,5,2
7,363,2,183893,5,0
1288,365,4,1790000,5,2
1628,365,7,550000,5,1
47,367,4,1100000,5,1
48,370,4,3199000,5,3
465,370,4,1800000,5,2
1194,370,3,2400000,5,2
1226,370,4,900000,5,1
1515,370,3,1000000,5,1
1159,373,4,2400000,5,3
992,375,4,1150000,5,1
1623,375,3,1300000,5,1
1462,376,7,1399000,5,3
1664,376,4,970000,5,1
1376,377,4,1350000,5,1
1757,378,4,2500000,5,3
411,379,3,2600000,5,2
1148,379,4,1280000,5,1
1797,379,3,1600000,5,1
1820,381,3,1700000,5,1
1355,387,5,2150000,5,3
881,388,4,1200000,5,1
1530,389,3,1250000,5,1
1758,389,4,3100000,5,3
1864,389,3,6000,5,0
1434,390,4,2000000,5,2
1613,390,4,1200000,5,1
1770,391,3,980000,5,1
1786,394,3,1950,5,0
477,395,4,2810000,5,3
972,395,4,1900000,5,2
1096,395,3,1200000,5,1
92,397,4,1200000,5,1
141,398,4,2500000,5,3
1134,398,2,330,5,0
1780,398,3,850000,5,1
379,400,3,3470,5,0
687,400,4,750000000,5,750
991,400,4,1420000,5,1
1004,400,6,773800,5,1
1103,400,5,1790000,5,2
1258,400,4,1600000,5,2
1281,400,5,6500,5,0
1448,400,3,1000000,5,1
1630,400,4,1700000,5,2
1661,400,4,1200000,5,1
1698,400,7,799000,5,1
1701,400,3,2470000,5,2
1821,400,4,1800000,5,2
1876,400,4,1148000,5,1
1913,406,5,1300000,5,2
376,408,5,5500,5,0
114,410,4,2700000,5,3
1239,410,3,2500000,5,2
1451,410,3,1250000,5,1
1593,410,4,750000,5,1
1602,410,3,960000,5,1
136,411,8,12000,5,0
27,412,4,1600000,5,2
1647,412,4,1500000,5,1
1685,413,4,640000,5,1
1733,414,4,1600000,5,2
1716,416,3,1200000,5,1
612,420,12,350,5,0
752,420,4,1800000,5,2
1177,420,5,2100000,5,3
1579,420,5,2200000,5,3
1784,420,5,4500000,5,5
1385,427,4,1290000,5,1
35,430,4,2200000,5,2
434,430,4,3450000,5,3
1280,430,4,1706000,5,2
1722,432,4,1450000,5,1
252,433,5,1200000,5,1
916,434,4,1600000,5,1
650,440,1,450000,5,0
909,440,3,2400000,5,2
1347,440,4,3000000,5,3
123,444,4,1500000,5,1
57,450,5,1700000,6,2
447,450,4,2400000,6,2
482,450,4,2500000,6,2
492,450,5,75,6,0
513,450,8,65,6,0
653,450,4,1700000,6,2
819,450,4,3180000,6,3
890,450,6,6500000,6,9
1598,450,4,2285000,6,2
1857,450,5,3350000,6,4
817,456,4,3300000,6,3
193,458,4,2900000,6,3
1209,460,3,1920000,6,1
1332,460,4,4028000,6,4
1521,462,4,3400000,6,3
1692,463,4,1950000,6,2
1761,465,4,3500000,6,3
894,467,4,2500000,6,2
629,470,4,2190000,6,2
863,470,4,1680000,6,1
1223,470,6,1400000,6,2
1839,470,6,820000,6,1
1851,473,5,2500000,6,3
1542,476,4,1950000,6,2
1327,479,4,3700000,6,3
515,480,6,1500,6,0
1907,480,5,3500000,6,4
1414,490,4,1400000,6,1
1185,498,4,1800000,6,1
1506,498,4,2280000,6,2
19,500,3,1000,6,0
236,500,5,1500000,6,2
274,500,3,10000,6,0
317,500,3,4770,6,0
418,500,4,4000000,6,3
500,500,4,800,6,0
656,500,1,67000,6,0
685,500,5,4900000,6,5
787,500,3,1600000,6,1
1184,500,4,4028000,6,3
1243,500,4,3660000,6,3
1384,500,3,1400000,6,1
1438,500,4,3900000,6,3
1603,500,3,900000,6,1
1680,500,3,6000,6,0
127,504,4,1000000,6,1
212,509,3,4650000,6,3
1788,510,7,1650000,6,2
1292,515,4,3300000,6,3
697,517,5,3100000,6,3
58,520,4,3300000,6,3
82,520,4,3300000,6,3
1638,520,6,1950000,6,2
1282,528,4,1950000,6,1
1465,530,5,1480000,6,1
328,535,5,4500000,6,4
91,538,4,2399000,6,2
1371,540,5,1550000,6,1
195,543,5,3500000,6,3
631,543,3,60,6,0
34,545,4,2500000,6,2
790,545,4,6300000,6,5
202,550,1,3850000,7,1
505,550,6,75,7,0
1422,550,4,2350000,7,2
1425,550,6,75,7,0
1582,550,4,1800000,7,1
1106,555,3,3200000,7,2
1769,560,6,4985000,7,5
1560,570,5,15000,7,0
1291,575,4,6900000,7,5
1760,575,4,1950000,7,1
976,576,4,2100000,7,1
220,578,5,2300000,7,2
222,580,5,2300000,7,2
1208,580,4,3300000,7,2
1475,580,4,2000000,7,1
1847,580,3,1537000,7,1
1229,585,4,4100000,7,3
1640,585,4,5890,7,0
36,600,6,1800000,7,2
49,600,4,3600000,7,2
205,600,8,3800000,7,5
484,600,5,3900000,7,3
595,600,4,800,7,0
753,600,4,4200000,7,3
762,600,9,75,7,0
1065,600,4,3500000,7,2
1219,600,3,1350000,7,1
1488,600,6,3600000,7,4
1597,600,4,3200000,7,2
1599,600,4,1050000,7,1
1676,600,5,4500000,7,4
1682,600,3,2500000,7,1
1893,600,4,7000,7,0
1749,602,5,3600000,7,3
200,606,3,2100000,7,1
701,620,5,3900000,7,3
1196,620,4,4500000,7,3
446,625,4,4500000,7,3
1369,630,8,9200000,7,12
1645,630,5,5300000,7,4
1097,650,4,5500000,8,3
1117,650,4,4200000,8,3
1274,650,4,3500000,8,2
1472,650,5,1850000,8,1
1505,650,4,3300000,8,2
1512,650,4,1900000,8,1
1504,660,4,2899000,8,2
1834,660,4,2300000,8,1
1256,670,4,4000000,8,2
1819,670,5,3500000,8,3
1624,675,4,4200000,8,2
553,700,4,1200,8,0
605,700,7,10,8,0
805,700,4,1950000,8,1
1045,700,5,5000000,8,4
1089,700,4,3000000,8,2
1367,700,3,7700,8,0
1611,700,5,3300000,8,2
1650,700,5,4800000,8,3
1832,700,4,10000000,8,6
489,704,5,3800000,8,3
1030,730,4,6500000,8,4
1569,735,4,7000000,8,4
799,740,5,7900000,8,5
974,750,4,6300000,9,3
1343,750,4,2200000,9,1
490,752,4,6500000,9,3
692,752,4,14000000,9,7
571,780,5,6500000,9,4
75,790,4,3300000,9,2
1195,796,4,5000000,9,3
531,800,3,390000,9,0
919,800,4,6500000,9,3
1066,800,5,9500000,9,6
1897,800,6,3200000,9,2
761,803,8,8000000,9,8
211,810,5,5000000,9,3
1285,820,5,18000,9,0
981,850,4,3900000,10,2
1461,850,6,4500000,10,3
1051,880,5,3000000,10,2
338,900,5,5300000,10,3
603,900,8,75,10,0
1102,900,5,6000000,10,3
1215,900,4,8800000,10,4
1658,900,5,8000000,10,4
1426,940,4,1850000,10,1
14,1000,1,35000,11,0
506,1000,6,65,11,0
724,1000,2,400000,11,0
766,1000,5,10,11,0
904,1000,11,2500000,11,3
936,1000,5,330000,11,0
1044,1000,5,8480000,11,4
613,1050,3,698000,12,0
840,1050,5,10500000,12,5
741,1081,8,15000000,12,11
952,1100,4,11990000,12,4
1267,1100,5,6900000,12,3
809,1160,14,7090000,13,9
661,1200,6,10,13,0
794,1200,9,18000000,13,14
1591,1200,4,3500000,13,1
1596,1200,8,6000000,13,4
1152,1250,4,160000,14,0
133,1300,5,9990000,14,4
1313,1350,7,750000,15,0
524,1450,6,12500000,16,5
883,1500,5,17000000,16,6
1607,1500,1,150000,16,0
1690,1500,4,2700000,16,1
1073,1600,5,12000000,17,4
810,1965,7,25000000,21,9
871,2060,6,8000000,22,2
754,2156,10,29000000,23,13
587,2300,8,19000000,24,7
968,2300,8,80000,24,0
518,2500,8,60,26,0
1350,2818,2,900000,29,0
957,3500,2,130000,36,0
828,4800,2,240000,49,0
493,10000,2,350,101,0
1286,10000,4,399000,101,0
1036,14960,3,495000,151,0
521,15000,2,230000,151,0
1674,20000,2,370000,201,0
698,24000,4,300000,241,0
709,91000,3,1250000,911,0
551,500000,1,750,5001,0
504,580800,2,400000,5809,0
